PDGF_RECEPTOR_SIGNALING_NETWORK|5159	5154	56034	5156	5155	80310
SYNTHESIS_OF_VERY_LONG-CHAIN_FATTY_ACYL-COAS|23305	2182	6785	9524	79993	64834	79071	2180	51144	60481	83401	51703	2181	54898
REMOVAL_OF_DNA_PATCH_CONTAINING_ABASIC_RESIDUE|57804	2237	5425	5111	5424	10714	5423	328	3978
ELEVATION_OF_CYTOSOLIC_CA2+_LEVELS|5023
CATION-COUPLED_CHLORIDE_COTRANSPORTERS|6559
RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER|2972	55718	9329	2976	55814	2975	55703	5440	9328	11178	11128	5435	661	6908	5434	10621	5437	5441	171568	9330
SPHINGOLIPID_METABOLISM|10087	151742	259230	8879	5587	2531	123099	340485	8611	1455	5007	8560	125981	55331	166929
SHC-MEDIATED_CASCADE|6714	2885	6654	6464
REGULATION_OF_BETA-CELL_DEVELOPMENT|4821	50674	390874	4760	3175	4825	3651
AXONAL_GROWTH_STIMULATION|9138	387	4803	4804	396
CYCLIN_A-B1_ASSOCIATED_EVENTS_DURING_G2-M_TRANSITION|7465	891	1022	995	7514	994	9088	983	4331	902
TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE|2706
VIRAL_DSRNA-TLR3-TRIF_COMPLEX_ACTIVATES_TBK1-IKK_EPSILON|148022
FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT-TRIC|908	10575	10576	10694	10574	6950	7203	22948
ENDOGENOUS_STEROLS|1545	10858	9420	51302	1586	1581	1589	1585	1595	1583	1588	1593	1584
ENOS_ACTIVATION|340481	808	857	10434	3320	207	4846
N-LINKED_GLYCOSYLATION|6184	7991	1650	1603	3703	6185
REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C-STRAND|6118	1763	6119	2237	6117
COX_REACTIONS|5743
FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING|539
TRANSPORT_OF_CONNEXINS_ALONG_THE_SECRETORY_PATHWAY|2697
PHOSPHORYLATION_OF_PROTEINS_INVOLVED_IN_G1-S_TRANSITION_BY_ACTIVE_CYCLIN_E-CDK2_COMPLEXES|5925
GLYCOGEN_BREAKDOWN_(GLYCOGENOLYSIS)|8908	5836	808	5837	2992	178	5255	5834	5257	5261	5256	5260
RNA_POLYMERASE_II_TRANSCRIPTION_PRE-INITIATION_AND_PROMOTER_OPENING|2960	6877	2958	728340	2957	6880	6878	2068	2071	6908	6881	2965	6874	2968	6872	2967	2961	6884	2959	6875	6883	6882
PP2A-MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS|51085	5207
2-LTR_CIRCLE_FORMATION|7518	8815	3981	2547	7520
MRNA_DECAY_BY_5'_TO_3'_EXORIBONUCLEASE|1656	11157	23658	25804	55802	167227	27258	27257	196513	57819	54464	23644	80153
ACTIVATION_OF_THE_PRE-REPLICATIVE_COMPLEX|6118	4174	6117	81620	4176	4175	4172	8317	23649	5427	55388	10926	6119	5558	5557	5422	4171	5426	8318	29935	1017	4173
HIV-1_ELONGATION_ARREST_AND_RECOVERY|8178	9150	6917
CREB_PHOPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS|1385	5594	3265	5894
PAUSING_AND_RECOVERY_OF_TAT-MEDIATED_HIV-1_ELONGATION|9150	8178	6917
SLBP_INDEPENDENT_PROCESSING_OF_HISTONE_PRE-MRNAS|25888
EGFR_DOWNREGULATION|1956	2885	1175	1213	9146	29924	163	1950	2060	998	30011	1173	58513	1211	10253	867	7314	6456
TRANSPORT_OF_NOTCH_RECEPTOR_PRECURSOR_TO_GOLGI|4851	4853	4854	4855
OPIOID_SIGNALLING|4988
SYNTHESIS_OF_DOLICHOL-PHOSPHATE_MANNOSE|8818	8813	54344
CTLA4_INHIBITORY_SIGNALING|1493	942	207	5781	5170
PENTOSE_PHOSPHATE_PATHWAY_(HEXOSE_MONOPHOSPHATE_SHUNT)|6888	7086	5226	22934	25796	6120
CHK1-CHK2(CDS1)_MEDIATED_INACTIVATION_OF_CYCLIN_B-CDK1_COMPLEX|1111	995	891	983	7465
RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE|2965	2967	2071	2068	2968	8731	8732	728340
SIGNALING_BY_EGFR|1950	2885	26018	1956	6654	6714
CYCLIN_D_ASSOCIATED_EVENTS_IN_G1|7027	902	4331	1022	595	1019	5925
GUANINE_FORMATION|22978
VRNA_SYNTHESIS|956536	956535	956534	956531
SIGNALLING_TO_P38_VIA_RIT_AND_RIN|673	4914
GLUCURONIDATION|54657
CELL_DEATH_SIGNALLING_VIA_NRAGE,_NRIF_AND_NADE|4804	5599
DEGRADATION_OF_BETA-CATENIN_BY_THE_DESTRUCTION_COMPLEX|1499	5720	5684	5713	5696	1452	5718	5689	5719	5706	5692	9861	5691	5711	5702	5709	5717	5682	9491	5705	5701	5715	6500	5698	5716	5693	5687	10197	5686	5683	8312	5695	5710	5707	5690	8945	7314	5699	5721	5708	8454	5694	5714	5704	5700	5685	10213	5688
REGULATION_OF_PAK-2P34_ACTIVITY_BY_PS-GAP-RHG10|5062	79658
CELL-EXTRACELLULAR_MATRIX_INTERACTIONS|3611	7408	54751	5829	10979	55742
TRAIL__SIGNALING|8837	8772	841	8743	8795	843
E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION|7027	1869
INTEGRIN_CELL_SURFACE_INTERACTIONS|10319	3695	8516	5175	1278	3675	3691	8515	3678	1280	3674	3680	3688	3676	3673	3693	999	3694	3690	3912	50848	3696	8174	7412	3371	3679	58494	3683	3655	3685	22801	3689	3911	3381	3687	3684	3913	3672	6696	7448	3908	2200	7057	284217	120425	3681	1277	3682	682	83700	2335	3915
G_BETA-GAMMA_SIGNALLING_THROUGH_PI3KGAMMA|5294	387	54331	2782	207	5170
CLASS_B-2_(SECRETIN_FAMILY_RECEPTORS)|6608	5727	1392	6469
ROLE_OF_DCC_IN_REGULATING_APOPTOSIS|1630	26060	842	9500	1612	90249	219699	836
SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION|5364	5879	27289	4233	6237	387	10507	2909
SMOOTH_MUSCLE_CONTRACTION|4629	800	25802	808	4638
VEGF_BINDS_TO_VEGFR_LEADING_TO_RECEPTOR_DIMERIZATION|3791	2324
FORMATION_OF_EDITOSOMES_BY_ADAR_PROTEINS|103	104
FRS2-MEDIATED_ACTIVATION|4914	10818	673	5906	7529
PROCESSING_OF_DNA_DOUBLE-STRAND_BREAK_ENDS|6119	6118	6117
METABOLISM_OF_STEROID_HORMONES_AND_VITAMIN_D|1586	1584	1589
HORMONE_LIGAND-BINDING_RECEPTORS|2492	7253	7252	3972	1081	3973	2488	94115
MITOCHONDRIAL_TRANSCRIPTION_INITIATION|5442	7019	64216
ACTIVATED_AMPK_STIMULATES_FATTY-ACID_OXIDATION_IN_MUSCLE|51422	6794	2180	32	5565	5563
PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE__TO_CCT-TRIC|6950	7203	10576	10694	7411	5203	10574	22948	10471	5202	908	10575	5201	5204
PERK_REGULATED_GENE_EXPRESSION|1965	440	468	3309	467	9451
RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PYRIMIDINE|4913	23583	10309	6996	8930
NOSIP_MEDIATED_ENOS_TRAFFICKING|4846	51070
CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION|7307	11338	1477	6428	6431	25888	6426	51585	7884	9295	8106	11051	6429	22916	1478	9785	6430	79869	4686	6432	8683	51362	10914	6427	1479	10978
APC-C-MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS|10393	51529	29882	11065	8881	51433	64682	7321	51434	996	29945	51343	8697	246184	7324
RNA_POLYMERASE_I_TRANSCRIPTION|7343
AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY|51085	5563	6794	5565	51422
VITAMIN_C_(ASCORBATE)_METABOLISM|1528	1727
TYPE_II_NA+-PI_COTRANSPORTERS|142680
TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA|348995	23511	8086	10482	4686	4928	1977	23165	79902	22916	11097	81929	9688	7884	9631	7175	8480	9883	23225	9972	5903	8021	4927	10189	10762	129401
INTRINSIC_PATHWAY|7450	2815	708	2147	5547	3827	710	2814	3818	2159	2157	2	2160	2158	2161
LYSINE_CATABOLISM|10157	2639	89874	501	51166
C-SRC_MEDIATED_REGULATION_OF_CX43_FUNCTION_AND_CLOSURE_OF_GAP_JUNCTIONS|6714	2697
ARACHIDONATE_PRODUCTION_FROM_DAG|11343
TOLL_LIKE_RECEPTOR_9_(TLR9)_CASCADE|5289	64145	8411	30849	54106
AKT-MEDIATED_INACTIVATION_OF_FOXO1A|207	2308
TRKA_ACTIVATION_BY_NGF|4914	4803
RECEPTOR-LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR|4854	4851	102	4853	4855
FGFR3C_LIGAND_BINDING_AND_ACTIVATION|2885	867	6383	2261
VIRAL_MRNA_TRANSLATION|2926	956531	956536	956529	956533	956534	956532	956530	956527	5611	956535	3802042	956528
REPAIR_SYNTHESIS_FOR_GAP-FILLING_BY_DNA_POLYMERASE_IN_TC-NER|5983	10714	5984	57804	5425	5985	5426	6117	5424	5427	5982	5981	6119	5111	6118
POLO-LIKE_KINASE_MEDIATED_EVENTS|995	5347	7465	9088
FUSION_OF_THE_INFLUENZA_VIRION_TO_THE_HOST_CELL_ENDOSOME|956527	956532
P75NTR_REGULATES_AXONOGENESIS|387	4804	9138
ACTIVATION_OF_BMF_AND_TRANSLOCATION_TO_MITOCHONDRIA|90427	140735	5599
INTERLEUKIN-1_SIGNALING|79155	3551	11213	5608	1326	54472	7335	3654	3556	9978	8945	4790	8517	3553	51135	3656	1147	4215	7189	3554	10454	8454	8878	7334	4615	6885	7850	6500	3557
ASSOCIATION_OF_TRIC-CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS|22948	10574	6950	7203	10694	10575	10576	8877	908
SOS-MEDIATED_SIGNALLING|6654	2885
RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION|284119	7270	7343
ENTRY_OF_INFLUENZA_VIRION_INTO_HOST_CELL_VIA_ENDOCYTOSIS|956532	1213	1211	956527
TOLL_LIKE_RECEPTOR_TLR6-TLR2_CASCADE|10333	7097
NONHOMOLOGOUS_END-JOINING_(NHEJ)|7518	5591	3981	2547	7520
GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION|64689	5347
BETA-OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS|3295	215	10005	30	1384
INTERACTION_BETWEEN_L1_AND_ANKYRINS|3897
PROCESSING_OF_INTRONLESS_PRE-MRNAS|8106	10978	22916	53981	29894	4686	1479	51585	1477	79869	10914	11051	51692	1478
COPI_MEDIATED_TRANSPORT|375	9276	22820	1315	1314	8729	11316	372	22818	55738
NEUROTRANSMITTER_RELEASE_CYCLE|6844	22999	6571	6812	6804	10815	6857	6616	5864
VPU_MEDIATED_DEGRADATION_OF_CD4|5700	5701	920	10197	5691	5688	7314	5717	8945	5695	5710	5686	10213	5709	5696	5705	5694	9861	5682	5693	5713	5720	5689	9491	5692	5684	5702	5683	5699	5698	5721	5704	5687	5716	5714	5715	5707	5706	5711	5685	6500	5708	5718	5690	5719
GAP_JUNCTION_ASSEMBLY|2697
PACKAGING_OF_TELOMERE_ENDS|65057	8370	7013	26277	25913	8290	7014	54386
SIGNALING_BY_BMP|650	9765	4089	6497
SYNTHESIS_OF_KETONE_BODIES|622
INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC-C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS|991	4085
CAM_PATHWAY|808
CALCITONIN-LIKE_LIGAND_RECEPTORS|799	3375	796	10203	10267
POLYAMINES_ARE_OXIDIZED_TO_AMINES,_ALDEHYDES_AND_H2O2_BY_PAOS|196743
GLUCONEOGENESIS|5230	4191	8789	2821	5105	4190	2805	8402	5106	2806	7167	5207	5091	1468	6576
CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL|962	4067	3689	83700	3676	965	3683	3687	50848	120425	7056	6404	58494	51744	54210	3688	961	5175	3678	120425	8832	1525	5781	5624	914	57126	338	3684	2335	10461	4973	2534
MITOTIC_PROMETAPHASE|6249	220134	699	151648	1063	3796	23332	25909	6232	151246	10274	8243	10735	5347	9793	55920	10726	22919	11130	1058	57551	5501	5903	81930	54908	1062	8379	9985	5905	54820	9126	23122	80776	991	5885	81565	3619	5048	11004	348235	54821	84643	7514
ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS|5985	1111	5810	995	8318	5982	5983	6118	84126	6117	63967	993	6119	5984	3364
PROLINE_CATABOLISM|8659	5625
GPCR_DOWNSTREAM_SIGNALING|5290	5295	54331	2782
UNFOLDED_PROTEIN_RESPONSE|4800	3309
TIGHT_JUNCTION_INTERACTIONS|10207	56288	50848	5584	92359	64398
SEMA4D_IN_SEMAPHORIN_SIGNALING|971	10507	5788
FGFR2B_LIGAND_BINDING_AND_ACTIVATION|2885	6383	867
FOLDING_OF_ACTIN_BY_CCT-TRIC|6950	60	10575	22948	7203	10694	908	10576	10574
ENZYMATIC_DEGRADATION_OF_DOPAMINE_BY_MONOAMINE_OXIDASE|4128	1312
SCF(SKP2)-MEDIATED_DEGRADATION_OF_P27-P21|5716	10197	5682	5710	9491	6500	5717	5704	7314	5720	5696	5707	5684	5708	5714	5699	5694	5692	5721	9861	5701	1017	1163	5719	5702	5685	5690	5695	5709	5700	8454	5718	5698	5691	5713	5706	5683	5693	5711	5687	5686	5689	5715	10213	5705	5688
DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY__APE1|4913	6996	328	10309	4595	4350	4968	23583	8930
EICOSANOIDS|11283	6916	5740	8529	4051
SCF-BETA-TRCP_MEDIATED_DEGRADATION_OF_EMI1|5685	5716	5718	5698	5693	10197	5714	5692	5684	5721	9861	5699	5687	5705	5700	5704	5707	5690	9491	10213	5710	5682	5715	5695	5719	5708	5683	5694	5701	8945	5702	8454	5711	5709	7314	5713	5686	5689	5706	6500	5691	5696	5717	5688	5720
APOBEC3G_MEDIATED_RESISTANCE_TO_HIV-1_INFECTION|5478	8815
PLATELET_DEGRANULATION|5660	3309	813
VITAMIN_B2_(RIBOFLAVIN)_METABOLISM|80308	54	55312	5167
P2Y_RECEPTORS|5028	2846	5030	2840	64805	9934	5029	5031	10161	53829	5032	27334
TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA|81929	10189	10762	4927	9631	11097	9883	1977	8086	5903	9688	7175	79902	9972	23165	4686	23511	348995	8480	22916	4928	8021	129401	23225	10482
TELOMERE_C-STRAND_SYNTHESIS_INITIATION|5427	5422	5558	23649	5557	5426
COLLAGEN_ADHESION_VIA_GP_IV|948
NICOTINATE_METABOLISM|349565	55191	64802	23475	65220	23057
MRNA_DECAY_BY_3'_TO_5'_EXORIBONUCLEASE|22894	51010	28960	51013	23404
TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS,_BILE_SALTS_AND_ORGANIC_ACIDS,_METAL_IONS_AND_AMINE_COMPOUNDS|345274	60482
ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION|23594	23595	4999	5000	4998	5001
FATTY_ACYL-COA_BIOSYNTHESIS|6576	2194	31	47
SODIUM-CALCIUM_EXCHANGERS|80024
NEP-NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY|348995	7175	9972	10762	4928	23225	4927	7514	8021	9883	9631	956536	956532	956534	956531	23165	5903	11097	956527	8086	5901	23511	81929	79902	9688	129401	8480	956535
MITOCHONDRIAL_FATTY_ACID_BETA-OXIDATION|3032	33	34	3030
ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY|7922	64116	57181	283375
FORMATION_OF_THE_HIV-1_EARLY_ELONGATION_COMPLEX|7469	25920	51497	9150	2967	2965	728340	22916	6827	2071	7936	2068	2968	4686
FGFR_LIGAND_BINDING_AND_ACTIVATION|867	6383	2885
PROCESSING_OF_CAPPED_INTRONLESS_PRE-MRNA|25888
MRNA_EDITING-_A_TO_I_CONVERSION|103	104
TRAFFICKING_OF_DIETARY_STEROLS|64241	29881	64240
DNA_REPLICATION_PRE-INITIATION|4171	4175	4174	4176	4172	4173
METABOLISM_OF_FOLATE_AND_PTERINES|6573	2356	6470	113235	81034	4524	1719	4522	2356
REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE|4082	1131	5578
RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE-NUCLEOTIDE_REPLACEMENT_PATHWAY|3980	7515	5423
FGFR4_LIGAND_BINDING_AND_ACTIVATION|6383	2885	867	2264
ARMS-MEDIATED_ACTIVATION|1398	57498	7529	4914	673	5906
AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS|153201	206358	140679
BETA-CATENIN_PHOSPHORYLATION_CASCADE|1499
LDL-MEDIATED_LIPID_TRANSPORT|338	4018	3949	1071	26119
PYROPHOSPHATE_HYDROLYSIS|27068	5464
BASIGIN_INTERACTIONS|6693	4312	23759	857	5478	682
REGULATION_OF_INSULIN-LIKE_GROWTH_FACTOR_(IGF)_ACTIVITY_BY_INSULIN-LIKE_GROWTH_FACTOR_BINDING_PROTEINS_(IGFBPS)|3487	3488	2147	3489	1511	3486	354	3485	3483	5069	3484	5340
NGF-INDEPENDANT_TRKA_ACTIVATION|117	116	135
RNA_POLYMERASE_I_PROMOTER_OPENING|8370	7343	8932	5595
VIRAL_RNP_COMPLEXES_IN_THE_HOST_CELL_NUCLEUS|956534	956532	956535	956536	3304	956527	956531
ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA|1869	7027	27113
INTEGRATION_OF_PROVIRUS|8815	5478
GENERIC_TRANSCRIPTION_PATHWAY|51003	29079	9443	10001	1024	9282	9442	81857	51586	9477	9440	892	90390	5469	84246	9968	9862	10025	112950	9441	9969
LEADING_STRAND_SYNTHESIS|10714	57804	5424	5425
INTRINSIC_PATHWAY_FOR_APOPTOSIS|637
TRANSCRIPTION-COUPLED_NER_(TC-NER)|1161	6917	56949	2073	2074
MICRORNA_(MIRNA)_BIOGENESIS|5430	5438	5441	5437	5432	57510	5440	5434	5439	5431	23405	5433	5435	6895	5436
ERK1_ACTIVATION|983	5595	5604
ANDROGEN_BIOSYNTHESIS|3293	1586
NEF_MEDIATED_CD4_DOWN-REGULATION|920	3932	1175	1173	375	51606	163
INTEGRATION_OF_ENERGY_METABOLISM|5207	3630	51085	6844
TRAFFICKING_OF_AMPA_RECEPTORS|9495	4646	1739	1742	4193	2036
ORGANIC_ANION_TRANSPORTERS|160728	26503	6528	6568
ACTIVATION,_TRANSLOCATION_AND_OLIGOMERIZATION_OF_BAX|581	637
XENOBIOTICS|1576	1548	1551	1553	1558	1555	1557	1572	1577	1543	1565	1559	1562
DEPYRIMIDINATION|8930	23583	4913	6996	10309
ACTIVATION_OF_BIM_AND_TRANSLOCATION_TO_MITOCHONDRIA|8655	5599	10018
FGFR3B_LIGAND_BINDING_AND_ACTIVATION|867	2885	6383	2261
NEF-MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS|1173	1175	163	51606
CLASS_A-1_(RHODOPSIN-LIKE_RECEPTORS)|2841	151306	2863	5724
MEK_ACTIVATION|5894	7529
UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A|10213	5701	5691	5718	5715	5699	5705	5684	5713	5695	1111	5714	7314	5688	5686	5709	993	5694	5708	5689	5707	11200	5706	5696	5717	5720	5721	5704	5702	10197	5685	5719	5692	5683	5687	9861	472	5710	5693	5711	5690	5700	5682	5716	9491	5698
METABOLISM_OF_POLYAMINES|6723	6611	4953	262
BINDING_OF_RNA_BY_INSULIN-LIKE_GROWTH_FACTOR-2_MRNA_BINDING_PROTEINS_(IGF2BPS-IMPS-VICKZS)|10643	10642	10644
METHYLATION|1312	1544	7172	4837	4548
NOSTRIN_MEDIATED_ENOS_TRAFFICKING|115677	857	8976
CYTOSOLIC_TRNA_AMINOACYLATION|7453	5464	10056	2617	7407	2193	16	51520	7965	9255	5859	4141	9521	6897	833	4677	3376	2058	3035	6301	8565	5917
CYCLIN_B2_MEDIATED_EVENTS|9133	983
POLYMERASE_SWITCHING_ON_THE_C-STRAND_OF_THE_TELOMERE|57804	23649	5558	5422	5111	5983	5425	5981	5982	5557	5984	5985	10714	5424
COSTIMULATION_BY_THE_CD28_FAMILY|5295	23308	2885	8764	5290	151888	29851
INSULIN_RECEPTOR_RECYCLING|3643	3630
DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR|2549	2885
CDK-MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6|5694	5709	5690	5717	5685	5715	5698	5686	5695	5713	9491	5714	5700	5689	5693	10213	7314	5707	5701	5692	5705	5706	5710	10197	5702	990	5691	1017	5718	5687	5708	5696	5684	5682	5720	5719	5699	5683	5688	5711	5704	5721	9861	5716
APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS|2339	6093	8428	329	841	5588	51765	10134	22985	840	836	5747	63967	5580	660	839	6304
ACTIVATION_OF_PKB|5170	208
RSK_ACTIVATION|5170	5594
PLASMALOGEN_BIOSYNTHESIS|55711	8443	84188
CREB_PHOSPHORYLATION|9252	466	1385	9261
UTILIZATION_OF_KETONE_BODIES|38	622	5019
GLUTATHIONE_SYNTHESIS|2729	2937	2730
VIRAL_MESSENGER_RNA_SYNTHESIS|956531	956534	956536	956535
VIRUS_ASSEMBLY_AND_RELEASE|956536	956534	956528	956527	956531	956532	956535
CERAMIDE_SIGNALLING|6610	4804
MYD88_CASCADE|4214	51295	59307	7189	3654	4615	114609	11213	51135
RETROGRADE_NEUROTROPHIN_SIGNALLING|1759	6456	10126	4914
REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK|6009	7248	7249
G2-M_TRANSITION|995	7465
AUTOINTEGRATION_RESULTS_IN_VIRAL_DNA_CIRCLES|8815
CDO_IN_MYOGENESIS|663	9043	4756	25	50937	5608	4917	91653	998
APOPTOTIC_EXECUTION__PHASE|836	841	10059	8428
NA+-DEPENDENT_GLUCOSE_TRANSPORTERS|6523	200010	6524
MINERALOCORTICOID_BIOSYNTHESIS|1584	1589	1585
HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE|83990
BUDDING|956532	956534	956527	956531	956535	956536
EXTRINSIC_PATHWAY|2159	2158	2152	2155	7035
NF-KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL|8878	7314	4792	5970	3654	4790	7189
INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB-E2F1|5558	7027	5557	5422	23649	5925	1869
TRIGLYCERIDE_BIOSYNTHESIS|8694	2710	2819	137964	84649	57678
INSULIN_EFFECTS_INCREASED_SYNTHESIS_OF_XYLULOSE-5-PHOSPHATE|6888	7086
CLEAVAGE_OF_THE_DAMAGED_PURINE|4595	4968	4350
REGULATION_OF_THYROID_HORMONE_ACTIVITY|1735
NICD_TRAFFICKS_TO_NUCLEUS|4853	4855	4854	4851
FORMATION_OF_ACETOACETIC_ACID|3155	38	3158
SMAC_BINDS_TO_IAPS|56616	331
NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS|7314	8878	5599	7189	4804	55851
LATE_PHASE_OF_HIV_LIFE_CYCLE|129401	9631	8021	348995	81929	23165	5903	79902	5901	8086	23511	9972	7175	1104	23225	4927	4928	9883	11097	9688	8480	10762
ACTIVATION_OF_CHAPERONES_BY_ATF6-ALPHA|51360	22926	3309	8720	4800
HISTAMINE_RECEPTORS|3269	3274
CAMK_IV-MEDIATED_PHOSPHORYLATION_OF_CREB|808	1385	814
SYNTHESIS_OF_DOLICHYL-PHOSPHATE|57171	22845
MITOTIC_METAPHASE-ANAPHASE_TRANSITION|9126	26271	5885	10274	8243	9985	10735	5347
DNA_DAMAGE_REVERSAL|4255
DISINHIBITION_OF_SNARE_FORMATION|6814	6810
LEUKOTRIENE_SYNTHESIS|240	64174	4363	4056	4048	2687	9261
RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER|55703	661	9329	5437	2976	5435	2972	9330	11178	5441	171568	55814	6908	5440	2971	55718	2975	11128	9328	5434	10621
FACILITATIVE_NA+-INDEPENDENT_GLUCOSE_TRANSPORTERS|6514
GRB2-SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS|6654	2885	5747
REGULATION_OF_DNA_REPLICATION|7314
ASSEMBLY_OF_THE_PRE-REPLICATIVE_COMPLEX|990	4171	23594	4998	4172	5000	5001	81620	4999	4173	4175	4176	23595	4174
IMPORT_OF_PALMITOYL-COA_INTO_THE_MITOCHONDRIAL_MATRIX|1376	5563	32	5565	788	51422
SLBP_DEPENDENT_PROCESSING_OF_REPLICATION-DEPENDENT_HISTONE_PRE-MRNAS|7884	25888	22916	4686
MITOTIC_TELOPHASE_-CYTOKINESIS|10726	5347	9493	10112
CLASS_II_GLUTS|56606	6518
LIPOPROTEIN_METABOLISM|335	345	26119	348	1071	344	3949
TIE2_SIGNALING|5781	6464	2886	285	2885	7010	284	6654	51378	9046	2888
TOLL_LIKE_RECEPTOR_5_(TLR5)_CASCADE|7100	949101
LPS_TRANSFERRED_FROM_LBP_CARRIER_TO_CD14|929	3929
INHIBITION_OF_IFN-BETA|956533
NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY|5469
RECYCLING_PATHWAY_OF_L1|3897	1808	57698	8650	6456	7430	5594	6714
REPAIR_SYNTHESIS_OF_PATCH_~27-30_BASES_LONG__BY_DNA_POLYMERASE|6117	5984	5425	5427	5111	5985	6118	6119	5982	5426	5981	5424	5983	57804	10714
TRANSCRIPTIONAL__ACTIVATION_OF__CELL_CYCLE_INHIBITOR_P21|1026	7157
ESTROGEN_BIOSYNTHESIS|1588
TRANSCRIPTION_OF_THE_HIV_GENOME|2071	6908	6917	2959	2957	6880	9150	6882	6878	2965	6874	6881	6875	8178	2968	6872	6883	2068	728340	2967	2960	2961	6884	2958	6877
ACTIVATION,_MYRISTOLYATION_OF_BID_AND_TRANSLOCATION_TO_MITOCHONDRIA|4836	637	841	3002
PROSTANOID_METABOLISM|5740	5743	10728	6916
CD28_DEPENDENT_PI3K-AKT_SIGNALING|9020	5295	942	1326	64223	5170	57761	2475	5290	253260	117145	207
BIOSYNTHESIS_OF_THE_N-GLYCAN_PRECURSOR_(DOLICHOL_LIPID-LINKED_OLIGOSACCHARIDE,_LLO)_AND_TRANSFER_TO_A_NASCENT_PROTEIN|1798	440138	85365	56052	79087	29929	91869	10195	79053	79796
GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION|2641	2778	2642
G2-M_DNA_DAMAGE_CHECKPOINT|84126	11200	472	1111
STIMULATION_OF_THE_CELL_DEATH_RESPONSE_BY_PAK-2P34|5062	836
TELOMERE_EXTENSION_BY_TELOMERASE|55651	7015	1736	10856	55135	8607
SIGNALING_BY_INSULIN_RECEPTOR|3630	3643
NRCAM_INTERACTIONS|8828	6900	4897	286
MRNA_PROCESSING|728340	2965	2967	2968	2071	2068
